?Order Date;Channel;SKU;Item Description;Origin;SO;Total Price;Cost;Shipping Cost;Profit
21.12.2024;eBay;N123456-1549;Some Item Description 1451;43433;124906;116;69;16;31
22.12.2024;Amazon;N123456-1550;Some Item Description 1452;40647;124907;154;57;17;80
23.12.2024;Walmart;N123456-1551;Some Item Description 1453;38757;124908;111;81;15;15
24.12.2024;NewEgg;N123456-1552;Some Item Description 1454;27735;124909;134;67;25;42
25.12.2024;Sears;N123456-1553;Some Item Description 1455;26247;124910;129;80;25;24
26.12.2024;eBay;N123456-1554;Some Item Description 1456;54744;124911;94;48;18;28
27.12.2024;Amazon;N123456-1555;Some Item Description 1457;55353;124912;118;53;15;50
28.12.2024;Walmart;N123456-1556;Some Item Description 1458;34015;124913;145;92;17;36
29.12.2024;NewEgg;N123456-1557;Some Item Description 1459;45969;124914;118;66;22;30
30.12.2024;Sears;N123456-1558;Some Item Description 1460;36151;124915;89;31;23;35
31.12.2024;eBay;N123456-1559;Some Item Description 1461;33274;124916;118;43;22;53
1.1.2025;Amazon;N123456-1560;Some Item Description 1462;30671;124917;118;53;18;47
2.1.2025;Walmart;N123456-1561;Some Item Description 1463;34904;124918;209;89;21;99
3.1.2025;NewEgg;N123456-1562;Some Item Description 1464;39096;124919;174;95;12;67
4.1.2025;Sears;N123456-1563;Some Item Description 1465;43298;124920;124;41;17;66
5.1.2025;eBay;N123456-1564;Some Item Description 1466;47121;124921;168;70;24;74
6.1.2025;Amazon;N123456-1565;Some Item Description 1467;22849;124922;84;37;22;25
7.1.2025;Walmart;N123456-1566;Some Item Description 1468;53488;124923;117;72;13;32
8.1.2025;NewEgg;N123456-1567;Some Item Description 1469;25016;124924;135;60;10;65
9.1.2025;Sears;N123456-1568;Some Item Description 1470;38924;124925;71;43;10;18
10.1.2025;eBay;N123456-1569;Some Item Description 1471;50731;124926;139;99;12;28
11.1.2025;Amazon;N123456-1570;Some Item Description 1472;29109;124927;144;91;21;32
12.1.2025;Walmart;N123456-1571;Some Item Description 1473;40648;124928;173;65;22;86
13.1.2025;NewEgg;N123456-1572;Some Item Description 1474;42751;124929;103;32;22;49
14.1.2025;Sears;N123456-1573;Some Item Description 1475;43814;124930;107;31;14;62
15.1.2025;eBay;N123456-1574;Some Item Description 1476;24211;124931;226;91;12;123
16.1.2025;Amazon;N123456-1575;Some Item Description 1477;30153;124932;116;83;12;21
17.1.2025;Walmart;N123456-1576;Some Item Description 1478;33880;124933;118;38;14;66
18.1.2025;NewEgg;N123456-1577;Some Item Description 1479;42165;124934;121;38;17;66
19.1.2025;Sears;N123456-1578;Some Item Description 1480;39912;124935;88;44;15;29
20.1.2025;eBay;N123456-1579;Some Item Description 1481;40366;124936;162;75;16;71
21.1.2025;Amazon;N123456-1580;Some Item Description 1482;28941;124937;109;67;12;30
22.1.2025;Walmart;N123456-1581;Some Item Description 1483;30692;124938;170;70;17;83
23.1.2025;NewEgg;N123456-1582;Some Item Description 1484;49127;124939;156;65;11;80
24.1.2025;Sears;N123456-1583;Some Item Description 1485;30162;124940;152;98;25;29
25.1.2025;eBay;N123456-1584;Some Item Description 1486;55461;124941;188;100;24;64
26.1.2025;Amazon;N123456-1585;Some Item Description 1487;45964;124942;206;79;23;104
27.1.2025;Walmart;N123456-1586;Some Item Description 1488;53866;124943;94;57;11;26
28.1.2025;NewEgg;N123456-1587;Some Item Description 1489;26941;124944;99;52;12;35
29.1.2025;Sears;N123456-1588;Some Item Description 1490;40713;124945;133;62;17;54
30.1.2025;eBay;N123456-1589;Some Item Description 1491;34347;124946;83;46;22;15
31.1.2025;Amazon;N123456-1590;Some Item Description 1492;25484;124947;103;36;14;53
1.2.2025;Walmart;N123456-1591;Some Item Description 1493;41004;124948;116;75;21;20
2.2.2025;NewEgg;N123456-1592;Some Item Description 1494;46505;124949;214;93;20;101
3.2.2025;Sears;N123456-1593;Some Item Description 1495;39516;124950;152;85;16;51
4.2.2025;eBay;N123456-1594;Some Item Description 1496;41879;124951;73;33;14;26
5.2.2025;Amazon;N123456-1595;Some Item Description 1497;41222;124952;131;71;12;48
6.2.2025;Walmart;N123456-1596;Some Item Description 1498;54775;124953;79;30;10;39
7.2.2025;NewEgg;N123456-1597;Some Item Description 1499;40100;124954;181;97;13;71
8.2.2025;Sears;N123456-1598;Some Item Description 1500;40928;124955;158;57;24;77
9.2.2025;eBay;N123456-1599;Some Item Description 1501;27258;124956;86;52;16;18
10.2.2025;Amazon;N123456-1600;Some Item Description 1502;50455;124957;189;73;19;97
11.2.2025;Walmart;N123456-1601;Some Item Description 1503;48957;124958;225;96;12;117
12.2.2025;NewEgg;N123456-1602;Some Item Description 1504;54768;124959;82;30;14;38
13.2.2025;Sears;N123456-1603;Some Item Description 1505;49406;124960;221;92;13;116
14.2.2025;eBay;N123456-1604;Some Item Description 1506;31735;124961;116;54;20;42
15.2.2025;Amazon;N123456-1605;Some Item Description 1507;35159;124962;194;82;25;87
16.2.2025;Walmart;N123456-1606;Some Item Description 1508;32325;124963;185;70;17;98
17.2.2025;NewEgg;N123456-1607;Some Item Description 1509;23863;124964;121;71;22;28
18.2.2025;Sears;N123456-1608;Some Item Description 1510;41303;124965;138;81;23;34
19.2.2025;eBay;N123456-1609;Some Item Description 1511;43138;124966;102;41;23;38
20.2.2025;Amazon;N123456-1610;Some Item Description 1512;26015;124967;228;98;14;116
21.2.2025;Walmart;N123456-1611;Some Item Description 1513;42034;124968;173;80;10;83
22.2.2025;NewEgg;N123456-1612;Some Item Description 1514;25535;124969;176;83;14;79
23.2.2025;Sears;N123456-1613;Some Item Description 1515;27413;124970;236;93;10;133
24.2.2025;eBay;N123456-1614;Some Item Description 1516;25290;124971;213;93;24;96
25.2.2025;Amazon;N123456-1615;Some Item Description 1517;23200;124972;87;58;10;19
26.2.2025;Walmart;N123456-1616;Some Item Description 1518;40562;124973;154;75;11;68
27.2.2025;NewEgg;N123456-1617;Some Item Description 1519;29156;124974;179;85;14;80
28.2.2025;Sears;N123456-1618;Some Item Description 1520;52335;124975;156;66;20;70
1.3.2025;eBay;N123456-1619;Some Item Description 1521;32632;124976;102;45;20;37
2.3.2025;Amazon;N123456-1620;Some Item Description 1522;32297;124977;226;94;14;118
3.3.2025;Walmart;N123456-1621;Some Item Description 1523;52928;124978;183;97;22;64
4.3.2025;NewEgg;N123456-1622;Some Item Description 1524;31537;124979;96;41;15;40
5.3.2025;Sears;N123456-1623;Some Item Description 1525;41397;124980;161;91;13;57
6.3.2025;eBay;N123456-1624;Some Item Description 1526;25014;124981;203;93;11;99
7.3.2025;Amazon;N123456-1625;Some Item Description 1527;36217;124982;133;85;11;37
8.3.2025;Walmart;N123456-1626;Some Item Description 1528;24314;124983;113;78;13;22
9.3.2025;NewEgg;N123456-1627;Some Item Description 1529;43347;124984;148;64;19;65
10.3.2025;Sears;N123456-1628;Some Item Description 1530;42144;124985;171;81;23;67
11.3.2025;eBay;N123456-1629;Some Item Description 1531;34710;124986;100;44;23;33
12.3.2025;Amazon;N123456-1630;Some Item Description 1532;46038;124987;181;84;19;78
13.3.2025;Walmart;N123456-1631;Some Item Description 1533;41136;124988;110;78;13;19
14.3.2025;NewEgg;N123456-1632;Some Item Description 1534;38632;124989;163;71;23;69
15.3.2025;Sears;N123456-1633;Some Item Description 1535;24594;124990;143;77;17;49
16.3.2025;eBay;N123456-1634;Some Item Description 1536;41349;124991;92;53;19;20
17.3.2025;Amazon;N123456-1635;Some Item Description 1537;32592;124992;153;60;21;72
18.3.2025;Walmart;N123456-1636;Some Item Description 1538;48208;124993;100;34;13;53
19.3.2025;NewEgg;N123456-1637;Some Item Description 1539;30970;124994;216;86;13;117
20.3.2025;Sears;N123456-1638;Some Item Description 1540;33006;124995;186;71;14;101
21.3.2025;eBay;N123456-1639;Some Item Description 1541;50956;124996;161;64;20;77
22.3.2025;Amazon;N123456-1640;Some Item Description 1542;31379;124997;142;50;21;71
23.3.2025;Walmart;N123456-1641;Some Item Description 1543;23018;124998;136;76;23;37
24.3.2025;NewEgg;N123456-1642;Some Item Description 1544;49727;124999;104;45;13;46
25.3.2025;Sears;N123456-1643;Some Item Description 1545;49107;125000;155;82;25;48
26.3.2025;eBay;N123456-1644;Some Item Description 1546;38605;125001;148;67;15;66
27.3.2025;Amazon;N123456-1645;Some Item Description 1547;32145;125002;72;35;13;24
28.3.2025;Walmart;N123456-1646;Some Item Description 1548;43840;125003;211;99;21;91
29.3.2025;NewEgg;N123456-1647;Some Item Description 1549;37153;125004;164;59;10;95
30.3.2025;Sears;N123456-1648;Some Item Description 1550;22630;125005;138;44;23;71
31.3.2025;eBay;N123456-1649;Some Item Description 1551;34719;125006;111;63;22;26
1.4.2025;Amazon;N123456-1650;Some Item Description 1552;50673;125007;105;66;22;17
2.4.2025;Walmart;N123456-1651;Some Item Description 1553;34066;125008;108;68;23;17
3.4.2025;NewEgg;N123456-1652;Some Item Description 1554;37338;125009;199;81;15;103
4.4.2025;Sears;N123456-1653;Some Item Description 1555;50928;125010;111;39;17;55
5.4.2025;eBay;N123456-1654;Some Item Description 1556;35453;125011;73;32;18;23
6.4.2025;Amazon;N123456-1655;Some Item Description 1557;43646;125012;147;50;12;85
7.4.2025;Walmart;N123456-1656;Some Item Description 1558;52695;125013;213;95;12;106
8.4.2025;NewEgg;N123456-1657;Some Item Description 1559;35834;125014;62;32;12;18
9.4.2025;Sears;N123456-1658;Some Item Description 1560;24184;125015;181;87;10;84
10.4.2025;eBay;N123456-1659;Some Item Description 1561;33681;125016;124;52;14;58
11.4.2025;Amazon;N123456-1660;Some Item Description 1562;36234;125017;118;66;24;28
12.4.2025;Walmart;N123456-1661;Some Item Description 1563;28971;125018;179;100;23;56
13.4.2025;NewEgg;N123456-1662;Some Item Description 1564;23598;125019;118;43;25;50
14.4.2025;Sears;N123456-1663;Some Item Description 1565;33869;125020;118;80;18;20
15.4.2025;eBay;N123456-1664;Some Item Description 1566;42425;125021;116;74;23;19
16.4.2025;Amazon;N123456-1665;Some Item Description 1567;38733;125022;128;59;12;57
17.4.2025;Walmart;N123456-1666;Some Item Description 1568;23761;125023;160;65;24;71
18.4.2025;NewEgg;N123456-1667;Some Item Description 1569;47429;125024;67;30;22;15
19.4.2025;Sears;N123456-1668;Some Item Description 1570;32388;125025;140;68;17;55
20.4.2025;eBay;N123456-1669;Some Item Description 1571;27489;125026;208;82;16;110
21.4.2025;Amazon;N123456-1670;Some Item Description 1572;54788;125027;146;67;15;64
22.4.2025;Walmart;N123456-1671;Some Item Description 1573;30691;125028;199;89;19;91
23.4.2025;NewEgg;N123456-1672;Some Item Description 1574;35507;125029;169;92;19;58
24.4.2025;Sears;N123456-1673;Some Item Description 1575;50750;125030;105;62;17;26
25.4.2025;eBay;N123456-1674;Some Item Description 1576;22225;125031;183;75;16;92
26.4.2025;Amazon;N123456-1675;Some Item Description 1577;44618;125032;141;53;13;75
27.4.2025;Walmart;N123456-1676;Some Item Description 1578;33336;125033;143;73;23;47
28.4.2025;NewEgg;N123456-1677;Some Item Description 1579;46201;125034;131;70;17;44
29.4.2025;Sears;N123456-1678;Some Item Description 1580;26173;125035;220;100;11;109
30.4.2025;eBay;N123456-1679;Some Item Description 1581;43632;125036;171;71;22;78
1.5.2025;Amazon;N123456-1680;Some Item Description 1582;43237;125037;132;91;24;17
2.5.2025;Walmart;N123456-1681;Some Item Description 1583;24134;125038;198;74;11;113
3.5.2025;NewEgg;N123456-1682;Some Item Description 1584;23561;125039;73;31;23;19
4.5.2025;Sears;N123456-1683;Some Item Description 1585;26192;125040;100;30;25;45
5.5.2025;eBay;N123456-1684;Some Item Description 1586;24104;125041;123;70;20;33
6.5.2025;Amazon;N123456-1685;Some Item Description 1587;34939;125042;98;30;24;44
7.5.2025;Walmart;N123456-1686;Some Item Description 1588;26633;125043;117;76;11;30
8.5.2025;NewEgg;N123456-1687;Some Item Description 1589;53990;125044;110;40;15;55
9.5.2025;Sears;N123456-1688;Some Item Description 1590;54111;125045;72;35;13;24
10.5.2025;eBay;N123456-1689;Some Item Description 1591;42714;125046;213;88;21;104
11.5.2025;Amazon;N123456-1690;Some Item Description 1592;31204;125047;168;89;11;68
12.5.2025;Walmart;N123456-1691;Some Item Description 1593;31247;125048;65;35;14;16
13.5.2025;NewEgg;N123456-1692;Some Item Description 1594;32167;125049;174;73;11;90
14.5.2025;Sears;N123456-1693;Some Item Description 1595;36214;125050;77;34;10;33
15.5.2025;eBay;N123456-1694;Some Item Description 1596;51508;125051;148;49;16;83
16.5.2025;Amazon;N123456-1695;Some Item Description 1597;37997;125052;158;62;24;72
17.5.2025;Walmart;N123456-1696;Some Item Description 1598;51657;125053;193;92;21;80
18.5.2025;NewEgg;N123456-1697;Some Item Description 1599;31332;125054;185;87;11;87
19.5.2025;Sears;N123456-1698;Some Item Description 1600;34504;125055;217;87;11;119
20.5.2025;eBay;N123456-1699;Some Item Description 1601;23996;125056;146;74;17;55
21.5.2025;Amazon;N123456-1700;Some Item Description 1602;31888;125057;136;46;15;75
22.5.2025;Walmart;N123456-1701;Some Item Description 1603;44440;125058;130;48;20;62
23.5.2025;NewEgg;N123456-1702;Some Item Description 1604;25872;125059;69;33;17;19
24.5.2025;Sears;N123456-1703;Some Item Description 1605;28717;125060;144;65;23;56
25.5.2025;eBay;N123456-1704;Some Item Description 1606;52834;125061;101;38;16;47
26.5.2025;Amazon;N123456-1705;Some Item Description 1607;50003;125062;143;74;21;48
27.5.2025;Walmart;N123456-1706;Some Item Description 1608;49690;125063;134;83;16;35
28.5.2025;NewEgg;N123456-1707;Some Item Description 1609;30405;125064;140;55;14;71
29.5.2025;Sears;N123456-1708;Some Item Description 1610;40901;125065;98;32;25;41
30.5.2025;eBay;N123456-1709;Some Item Description 1611;52916;125066;161;59;12;90
31.5.2025;Amazon;N123456-1710;Some Item Description 1612;44748;125067;214;92;23;99
1.6.2025;Walmart;N123456-1711;Some Item Description 1613;23704;125068;219;88;24;107
2.6.2025;NewEgg;N123456-1712;Some Item Description 1614;45969;125069;195;74;22;99
3.6.2025;Sears;N123456-1713;Some Item Description 1615;22860;125070;228;98;13;117
4.6.2025;eBay;N123456-1714;Some Item Description 1616;47886;125071;127;57;19;51
5.6.2025;Amazon;N123456-1715;Some Item Description 1617;47338;125072;132;89;23;20
6.6.2025;Walmart;N123456-1716;Some Item Description 1618;45755;125073;190;97;25;68
7.6.2025;NewEgg;N123456-1717;Some Item Description 1619;45253;125074;79;39;19;21
8.6.2025;Sears;N123456-1718;Some Item Description 1620;37921;125075;143;47;22;74
9.6.2025;eBay;N123456-1719;Some Item Description 1621;51280;125076;224;93;23;108
10.6.2025;Amazon;N123456-1720;Some Item Description 1622;33532;125077;161;59;11;91
11.6.2025;Walmart;N123456-1721;Some Item Description 1623;23163;125078;177;71;17;89
12.6.2025;NewEgg;N123456-1722;Some Item Description 1624;44284;125079;145;63;14;68
13.6.2025;Sears;N123456-1723;Some Item Description 1625;43723;125080;181;94;24;63
14.6.2025;eBay;N123456-1724;Some Item Description 1626;40222;125081;78;31;23;24
15.6.2025;Amazon;N123456-1725;Some Item Description 1627;30316;125082;106;62;22;22
16.6.2025;Walmart;N123456-1726;Some Item Description 1628;33207;125083;164;69;10;85
17.6.2025;NewEgg;N123456-1727;Some Item Description 1629;38553;125084;150;50;19;81
18.6.2025;Sears;N123456-1728;Some Item Description 1630;41819;125085;215;96;24;95
19.6.2025;eBay;N123456-1729;Some Item Description 1631;38149;125086;186;83;25;78
20.6.2025;Amazon;N123456-1730;Some Item Description 1632;30878;125087;70;38;16;16
21.6.2025;Walmart;N123456-1731;Some Item Description 1633;39748;125088;197;89;15;93
22.6.2025;NewEgg;N123456-1732;Some Item Description 1634;32612;125089;209;83;20;106
23.6.2025;Sears;N123456-1733;Some Item Description 1635;34969;125090;209;89;10;110
24.6.2025;eBay;N123456-1734;Some Item Description 1636;24211;125091;125;88;17;20
25.6.2025;Amazon;N123456-1735;Some Item Description 1637;38501;125092;107;57;12;38
26.6.2025;Walmart;N123456-1736;Some Item Description 1638;39254;125093;192;87;23;82
27.6.2025;NewEgg;N123456-1737;Some Item Description 1639;40291;125094;183;70;23;90
28.6.2025;Sears;N123456-1738;Some Item Description 1640;55147;125095;140;80;18;42
29.6.2025;eBay;N123456-1739;Some Item Description 1641;37895;125096;125;49;22;54
30.6.2025;Amazon;N123456-1740;Some Item Description 1642;46107;125097;173;94;22;57
1.7.2025;Walmart;N123456-1741;Some Item Description 1643;30668;125098;137;65;10;62
2.7.2025;NewEgg;N123456-1742;Some Item Description 1644;32654;125099;83;47;16;20
3.7.2025;Sears;N123456-1743;Some Item Description 1645;46531;125100;215;98;17;100
4.7.2025;eBay;N123456-1744;Some Item Description 1646;37932;125101;104;49;22;33
5.7.2025;Amazon;N123456-1745;Some Item Description 1647;37243;125102;141;97;11;33
6.7.2025;Walmart;N123456-1746;Some Item Description 1648;37718;125103;218;94;15;109
7.7.2025;NewEgg;N123456-1747;Some Item Description 1649;51871;125104;104;41;21;42
8.7.2025;Sears;N123456-1748;Some Item Description 1650;27377;125105;84;42;21;21
9.7.2025;eBay;N123456-1749;Some Item Description 1651;23220;125106;136;77;19;40
10.7.2025;Amazon;N123456-1750;Some Item Description 1652;37411;125107;193;84;22;87
11.7.2025;Walmart;N123456-1751;Some Item Description 1653;28173;125108;121;80;22;19
12.7.2025;NewEgg;N123456-1752;Some Item Description 1654;45453;125109;229;95;11;123
13.7.2025;Sears;N123456-1753;Some Item Description 1655;42665;125110;176;88;18;70
14.7.2025;eBay;N123456-1754;Some Item Description 1656;28575;125111;166;85;18;63
15.7.2025;Amazon;N123456-1755;Some Item Description 1657;29150;125112;190;74;22;94
16.7.2025;Walmart;N123456-1756;Some Item Description 1658;39973;125113;219;88;18;113
17.7.2025;NewEgg;N123456-1757;Some Item Description 1659;53088;125114;108;35;20;53
18.7.2025;Sears;N123456-1758;Some Item Description 1660;30108;125115;194;81;12;101
19.7.2025;eBay;N123456-1759;Some Item Description 1661;53560;125116;83;37;12;34
20.7.2025;Amazon;N123456-1760;Some Item Description 1662;54101;125117;214;96;16;102
21.7.2025;Walmart;N123456-1761;Some Item Description 1663;43614;125118;197;81;22;94
22.7.2025;NewEgg;N123456-1762;Some Item Description 1664;40603;125119;159;87;10;62
23.7.2025;Sears;N123456-1763;Some Item Description 1665;35840;125120;167;79;18;70
24.7.2025;eBay;N123456-1764;Some Item Description 1666;33391;125121;220;95;23;102
25.7.2025;Amazon;N123456-1765;Some Item Description 1667;47082;125122;116;89;11;16
26.7.2025;Walmart;N123456-1766;Some Item Description 1668;54076;125123;85;43;12;30
27.7.2025;NewEgg;N123456-1767;Some Item Description 1669;50283;125124;135;63;14;58
28.7.2025;Sears;N123456-1768;Some Item Description 1670;33552;125125;131;52;19;60
29.7.2025;eBay;N123456-1769;Some Item Description 1671;29086;125126;167;89;24;54
30.7.2025;Amazon;N123456-1770;Some Item Description 1672;45721;125127;109;39;16;54
31.7.2025;Walmart;N123456-1771;Some Item Description 1673;42266;125128;80;45;20;15
1.8.2025;NewEgg;N123456-1772;Some Item Description 1674;41755;125129;233;97;20;116
2.8.2025;Sears;N123456-1773;Some Item Description 1675;25347;125130;104;39;17;48
3.8.2025;eBay;N123456-1774;Some Item Description 1676;37956;125131;188;92;15;81
4.8.2025;Amazon;N123456-1775;Some Item Description 1677;46232;125132;147;95;20;32
5.8.2025;Walmart;N123456-1776;Some Item Description 1678;41362;125133;88;52;21;15
6.8.2025;NewEgg;N123456-1777;Some Item Description 1679;46786;125134;112;44;21;47
7.8.2025;Sears;N123456-1778;Some Item Description 1680;33498;125135;173;79;10;84
8.8.2025;eBay;N123456-1779;Some Item Description 1681;48094;125136;123;63;12;48
9.8.2025;Amazon;N123456-1780;Some Item Description 1682;36255;125137;88;30;15;43
10.8.2025;Walmart;N123456-1781;Some Item Description 1683;28864;125138;150;74;25;51
11.8.2025;NewEgg;N123456-1782;Some Item Description 1684;39414;125139;107;74;10;23
12.8.2025;Sears;N123456-1783;Some Item Description 1685;50141;125140;118;77;21;20
13.8.2025;eBay;N123456-1784;Some Item Description 1686;33604;125141;114;71;25;18
14.8.2025;Amazon;N123456-1785;Some Item Description 1687;52148;125142;138;51;12;75
15.8.2025;Walmart;N123456-1786;Some Item Description 1688;41945;125143;144;100;10;34
16.8.2025;NewEgg;N123456-1787;Some Item Description 1689;54306;125144;165;83;14;68
17.8.2025;Sears;N123456-1788;Some Item Description 1690;40565;125145;150;79;13;58
18.8.2025;eBay;N123456-1789;Some Item Description 1691;53046;125146;108;62;21;25
19.8.2025;Amazon;N123456-1790;Some Item Description 1692;26126;125147;175;90;25;60
20.8.2025;Walmart;N123456-1791;Some Item Description 1693;41790;125148;163;82;11;70
21.8.2025;NewEgg;N123456-1792;Some Item Description 1694;38489;125149;227;91;25;111
22.8.2025;Sears;N123456-1793;Some Item Description 1695;54198;125150;142;94;25;23
23.8.2025;eBay;N123456-1794;Some Item Description 1696;32375;125151;74;34;19;21
24.8.2025;Amazon;N123456-1795;Some Item Description 1697;28279;125152;229;98;14;117
25.8.2025;Walmart;N123456-1796;Some Item Description 1698;39573;125153;112;37;22;53
26.8.2025;NewEgg;N123456-1797;Some Item Description 1699;28855;125154;169;84;19;66
27.8.2025;Sears;N123456-1798;Some Item Description 1700;44427;125155;124;46;21;57
28.8.2025;eBay;N123456-1799;Some Item Description 1701;45356;125156;85;53;11;21
29.8.2025;Amazon;N123456-1800;Some Item Description 1702;53960;125157;143;94;21;28
30.8.2025;Walmart;N123456-1801;Some Item Description 1703;30742;125158;102;41;23;38
31.8.2025;NewEgg;N123456-1802;Some Item Description 1704;36236;125159;131;82;22;27
1.9.2025;Sears;N123456-1803;Some Item Description 1705;43094;125160;98;61;19;18
2.9.2025;eBay;N123456-1804;Some Item Description 1706;45454;125161;233;97;17;119
3.9.2025;Amazon;N123456-1805;Some Item Description 1707;37849;125162;101;36;11;54
4.9.2025;Walmart;N123456-1806;Some Item Description 1708;32309;125163;124;53;12;59
5.9.2025;NewEgg;N123456-1807;Some Item Description 1709;47377;125164;99;30;19;50
6.9.2025;Sears;N123456-1808;Some Item Description 1710;39878;125165;143;89;21;33
7.9.2025;eBay;N123456-1809;Some Item Description 1711;38326;125166;81;47;10;24
8.9.2025;Amazon;N123456-1810;Some Item Description 1712;28097;125167;128;40;24;64
9.9.2025;Walmart;N123456-1811;Some Item Description 1713;53031;125168;121;81;16;24
10.9.2025;NewEgg;N123456-1812;Some Item Description 1714;41720;125169;132;41;20;71
11.9.2025;Sears;N123456-1813;Some Item Description 1715;42286;125170;124;73;23;28
12.9.2025;eBay;N123456-1814;Some Item Description 1716;25684;125171;165;87;10;68
13.9.2025;Amazon;N123456-1815;Some Item Description 1717;31075;125172;109;61;13;35
14.9.2025;Walmart;N123456-1816;Some Item Description 1718;44844;125173;210;98;24;88
15.9.2025;NewEgg;N123456-1817;Some Item Description 1719;53388;125174;120;62;24;34
16.9.2025;Sears;N123456-1818;Some Item Description 1720;41775;125175;116;38;17;61
17.9.2025;eBay;N123456-1819;Some Item Description 1721;34212;125176;102;76;10;16
18.9.2025;Amazon;N123456-1820;Some Item Description 1722;22882;125177;147;53;14;80
19.9.2025;Walmart;N123456-1821;Some Item Description 1723;41965;125178;175;70;20;85
20.9.2025;NewEgg;N123456-1822;Some Item Description 1724;29288;125179;117;36;17;64
21.9.2025;Sears;N123456-1823;Some Item Description 1725;28620;125180;212;92;18;102
22.9.2025;eBay;N123456-1824;Some Item Description 1726;40792;125181;80;30;23;27
23.9.2025;Amazon;N123456-1825;Some Item Description 1727;43492;125182;175;72;13;90
24.9.2025;Walmart;N123456-1826;Some Item Description 1728;34626;125183;153;64;11;78
25.9.2025;NewEgg;N123456-1827;Some Item Description 1729;41259;125184;194;74;19;101
26.9.2025;Sears;N123456-1828;Some Item Description 1730;42715;125185;112;38;15;59
27.9.2025;eBay;N123456-1829;Some Item Description 1731;22867;125186;126;55;15;56
28.9.2025;Amazon;N123456-1830;Some Item Description 1732;45765;125187;180;70;22;88
29.9.2025;Walmart;N123456-1831;Some Item Description 1733;48542;125188;115;34;23;58
30.9.2025;NewEgg;N123456-1832;Some Item Description 1734;39712;125189;117;53;24;40
1.10.2025;Sears;N123456-1833;Some Item Description 1735;38887;125190;215;91;12;112
2.10.2025;eBay;N123456-1834;Some Item Description 1736;41338;125191;95;51;21;23
3.10.2025;Amazon;N123456-1835;Some Item Description 1737;42574;125192;114;57;22;35
4.10.2025;Walmart;N123456-1836;Some Item Description 1738;45429;125193;174;87;20;67
5.10.2025;NewEgg;N123456-1837;Some Item Description 1739;38612;125194;96;53;21;22
6.10.2025;Sears;N123456-1838;Some Item Description 1740;24843;125195;186;94;23;69
7.10.2025;eBay;N123456-1839;Some Item Description 1741;30942;125196;96;48;21;27
8.10.2025;Amazon;N123456-1840;Some Item Description 1742;27429;125197;173;66;13;94
9.10.2025;Walmart;N123456-1841;Some Item Description 1743;40656;125198;118;70;21;27
10.10.2025;NewEgg;N123456-1842;Some Item Description 1744;26929;125199;75;32;19;24
11.10.2025;Sears;N123456-1843;Some Item Description 1745;54476;125200;99;36;17;46
12.10.2025;eBay;N123456-1844;Some Item Description 1746;41472;125201;68;33;15;20
13.10.2025;Amazon;N123456-1845;Some Item Description 1747;22738;125202;109;37;10;62
14.10.2025;Walmart;N123456-1846;Some Item Description 1748;43685;125203;115;77;16;22
15.10.2025;NewEgg;N123456-1847;Some Item Description 1749;39672;125204;107;55;11;41
16.10.2025;Sears;N123456-1848;Some Item Description 1750;28997;125205;120;51;17;52
17.10.2025;eBay;N123456-1849;Some Item Description 1751;51390;125206;164;78;20;66
18.10.2025;Amazon;N123456-1850;Some Item Description 1752;45854;125207;127;67;14;46
19.10.2025;Walmart;N123456-1851;Some Item Description 1753;49974;125208;68;32;20;16
20.10.2025;NewEgg;N123456-1852;Some Item Description 1754;45100;125209;140;61;18;61
21.10.2025;Sears;N123456-1853;Some Item Description 1755;25374;125210;115;59;25;31
22.10.2025;eBay;N123456-1854;Some Item Description 1756;31581;125211;101;43;25;33
23.10.2025;Amazon;N123456-1855;Some Item Description 1757;54030;125212;146;68;21;57
24.10.2025;Walmart;N123456-1856;Some Item Description 1758;32851;125213;162;99;24;39
25.10.2025;NewEgg;N123456-1857;Some Item Description 1759;50602;125214;135;61;23;51
26.10.2025;Sears;N123456-1858;Some Item Description 1760;31574;125215;129;66;23;40
27.10.2025;eBay;N123456-1859;Some Item Description 1761;49962;125216;127;41;22;64
28.10.2025;Amazon;N123456-1860;Some Item Description 1762;49691;125217;116;40;11;65
29.10.2025;Walmart;N123456-1861;Some Item Description 1763;39304;125218;131;77;15;39
30.10.2025;NewEgg;N123456-1862;Some Item Description 1764;46229;125219;117;50;19;48
31.10.2025;Sears;N123456-1863;Some Item Description 1765;24075;125220;151;85;22;44
1.11.2025;eBay;N123456-1864;Some Item Description 1766;23307;125221;169;75;19;75
2.11.2025;Amazon;N123456-1865;Some Item Description 1767;53442;125222;209;81;23;105
3.11.2025;Walmart;N123456-1866;Some Item Description 1768;47657;125223;81;42;17;22
4.11.2025;NewEgg;N123456-1867;Some Item Description 1769;31317;125224;177;92;10;75
5.11.2025;Sears;N123456-1868;Some Item Description 1770;55463;125225;70;39;11;20
6.11.2025;eBay;N123456-1869;Some Item Description 1771;35339;125226;158;61;23;74
7.11.2025;Amazon;N123456-1870;Some Item Description 1772;40463;125227;146;98;23;25
8.11.2025;Walmart;N123456-1871;Some Item Description 1773;23145;125228;151;72;20;59
9.11.2025;NewEgg;N123456-1872;Some Item Description 1774;44319;125229;75;35;22;18
10.11.2025;Sears;N123456-1873;Some Item Description 1775;45691;125230;154;54;15;85
11.11.2025;eBay;N123456-1874;Some Item Description 1776;52530;125231;114;85;10;19
